city,dataset_id,dataset_no,name,theme,has_location,has_time,has_numeric,data_type,main_usage,cross_city_pair,priority_score,raw_theme,service_category,dataset_type,provider_level_1,provider_level_2,provider,update_frequency,format,language,published_at,access_url,description,fields,theme_score_detail
taipei,4524d095-db76-4319-9374-4ecbaeca2b4b,00003514,臺北市身心障礙者致殘成因,智慧通勤,False,True,True,table,通勤地圖與交通壓力分析,False,2,社福,公共資訊,網路服務,社會局,,社會局,不定期更新,CSV,中文,2020-12-28T00:00:00,/api/dataset/4524d095-db76-4319-9374-4ecbaeca2b4b/resource/ef57112d-28b1-48b1-8441-6c555b9c3cb7/download,提供臺北市身心障礙者致殘成因資訊,年度、總人數、先天、疾病、意外、交通事故、職業傷害、戰爭、其他,智慧通勤:2; 韌性防災:0; 永續環境:0; 食安健康:0; 勞動福祉:1; 文化共融:0
taipei,ad5c0c55-bfee-4211-be1a-00f938e1bcec,00000915,臺北市車機異常資訊,智慧通勤,False,True,False,table,通勤地圖與交通壓力分析,True,2,交通,公共資訊,網路服務,交通局,公運處,交通局公運處,不定期更新,CSV,中文,2017-01-18T00:00:00,/api/dataset/ad5c0c55-bfee-4211-be1a-00f938e1bcec/resource/86ed7c4a-7a1e-456e-83c4-324e75ffb4c1/download,資料集說明文詳如https://pto.gov.taipei/News_Content.aspx?n=A1DF07A86105B6BB&s=55E8ADD164E4F579&sms=2479B630A6BD8079,檔案名稱、縣市、縣市代碼、介接網址、主要欄位說明、更新頻率、檔案格式、說明文件網址,智慧通勤:3; 韌性防災:0; 永續環境:0; 食安健康:0; 勞動福祉:0; 文化共融:0
taipei,e1281862-c974-49ca-837e-77f4074e32eb,00000902,臺北市車輛基本資訊,智慧通勤,False,True,False,table,通勤地圖與交通壓力分析,True,2,交通,交通及通訊,原始資料,交通局,公運處,交通局公運處,不定期更新,"CSV,JSON",中文,2017-01-06T00:00:00,"/api/dataset/e1281862-c974-49ca-837e-77f4074e32eb/resource/cd862b68-4e97-4cb1-9972-86a48d77fb3a/download,https://tcgbusfs.blob.core.windows.net/blobbus/TstCarInfo.json",資料集說明文詳如https://pto.gov.taipei/News_Content.aspx?n=A1DF07A86105B6BB&s=55E8ADD164E4F579&sms=2479B630A6BD8079。,檔案名稱、縣市、縣市代碼、介接網址、主要欄位說明、更新頻率、檔案格式、說明文件網址,智慧通勤:3; 韌性防災:0; 永續環境:0; 食安健康:0; 勞動福祉:0; 文化共融:0
taipei,63f9d833-1b5e-4cd3-8973-7978ae9f6585,00002384,臺北市車輛行車事故鑑定案件分類統計,智慧通勤,False,True,True,table,通勤地圖與交通壓力分析,False,2,交通,交通及通訊,網路服務,交通局,裁決所,交通局裁決所,每1月,CSV,中文,2020-10-16T00:00:00,/api/dataset/63f9d833-1b5e-4cd3-8973-7978ae9f6585/resource/088834e7-43c7-4559-9556-6485dbccfa5d/download,本市車輛行車事故鑑定案件依申請方式分類之統計（自109年1月起）,民國年、月份、民眾申請、司法機關囑託、總收案件,智慧通勤:4; 韌性防災:0; 永續環境:0; 食安健康:0; 勞動福祉:0; 文化共融:0
taipei,e909a17e-7c47-431f-8a12-73ca0e95e239,00002956,臺北市車輛違規拖吊情形,智慧通勤,False,True,True,table,通勤地圖與交通壓力分析,False,2,統計,交通及通訊,原始資料,主計處,,主計處,每1年,CSV,中文,2021-01-28T00:00:00,https://tsis.dbas.gov.taipei/statis/webMain.aspx?sys=220&ymf=7900&kind=21&type=0&funid=a05022901&cycle=4&outmode=12&compmode=0&outkind=1&deflst=2&nzo=1,臺北市車輛違規拖吊情形時間數列統計資料,統計期、拖吊違規車輛數/總計/合計[輛]、拖吊違規車輛數/總計/大型汽車[輛]、拖吊違規車輛數/總計/小型汽車[輛]、拖吊違規車輛數/總計/機車[輛]、拖吊違規車輛數/租[僱]用民間拖吊/合計[輛]、拖吊違規車輛數/租[僱]用民間拖吊/大型汽車[輛]、拖吊違規車輛數/租[僱]用民間拖吊/小型汽車[輛]、拖吊違規車輛數/租[僱]用民間拖吊/機車[輛]、拖吊違規車輛數/公有拖吊分隊拖吊/合計[輛]、拖吊違規車輛數/公有拖吊分隊拖吊/大型汽車[輛]、拖吊違規車輛數/公有拖吊分隊拖吊/小型汽車[輛]、拖吊違規車輛數/公有拖吊分隊拖吊/機車[輛]、每日拖吊違規車輛數/汽車[輛]、每日拖吊違規車輛數/機車[輛]、違規拖吊收入/總計[元]、違規拖吊收入/汽車[元]、違規拖吊收入/機車[元],智慧通勤:1; 韌性防災:0; 永續環境:0; 食安健康:0; 勞動福祉:0; 文化共融:0
taipei,a5f75466-727c-4c1c-bacb-60b12ecd3065,00002958,臺北市通用及敬老愛心計程車營運概況,智慧通勤,False,True,True,table,通勤地圖與交通壓力分析,False,2,統計,交通及通訊,原始資料,主計處,,主計處,每1年,CSV,中文,2022-02-11T00:00:00,https://tsis.dbas.gov.taipei/statis/webMain.aspx?sys=220&ymf=10400&kind=21&type=0&funid=a05041101&cycle=4&outmode=12&compmode=0&outkind=1&deflst=2&nzo=1,"臺北市通用及敬老愛心計程車營運概況時間數列統計資料
","統計期、通用計程車/車輛數[輛]、通用計程車/載客總趟次[趟]、通用計程車/無障礙趟次[趟]、通用計程車/其他趟次[趟]、身心障礙者搭乘敬老愛心計程車/車輛數[輛]、身心障礙者搭乘敬老愛心計程車/補助趟次[趟]、身心障礙者搭乘敬老愛心計程車/補助金額[元]
",智慧通勤:1; 韌性防災:0; 永續環境:0; 食安健康:0; 勞動福祉:1; 文化共融:0
taipei,52916103-adad-4522-a757-38dc04c9b59f,00002901,臺北市道路交通事故,智慧通勤,False,True,True,table,通勤地圖與交通壓力分析,False,2,統計,交通及通訊,原始資料,主計處,,主計處,每1年,CSV,中文,2022-03-24T00:00:00,https://tsis.dbas.gov.taipei/statis/webMain.aspx?sys=220&ymf=5700&kind=21&type=0&funid=a05029601&cycle=4&outmode=12&compmode=0&outkind=1&deflst=2&nzo=1,"臺北市道路交通事故時間數列統計資料
",統計期、造成30日內人員傷亡之道路交通事故肇事件數[件]、造成30日內人員傷亡之道路交通事故肇事率[件/萬輛]、造成30日內人員傷亡之道路交通事故肇事件數車輛別/汽車總計[件]、造成30日內人員傷亡之道路交通事故肇事件數車輛別/大型汽車[件]、造成30日內人員傷亡之道路交通事故肇事件數車輛別/小型汽車[件]、造成30日內人員傷亡之道路交通事故肇事件數車輛別/特種車[件]、造成30日內人員傷亡之道路交通事故肇事件數車輛別/機車[件]、造成30日內人員傷亡之道路交通事故肇事件數車輛別/自行車[件]、造成30日內人員傷亡之道路交通事故肇事件數車輛別/其他[件]、造成30日內人員傷亡之道路交通事故死傷人數/總計[人]、造成30日內人員傷亡之道路交通事故死傷人數/死亡[人]、造成30日內人員傷亡之道路交通事故死傷人數/死亡/男[人]、造成30日內人員傷亡之道路交通事故死傷人數/死亡/女[人]、造成30日內人員傷亡之道路交通事故死傷人數/受傷[人]、道路交通事故平均等候[反應]時間[分],智慧通勤:4; 韌性防災:0; 永續環境:0; 食安健康:0; 勞動福祉:0; 文化共融:0
taipei,79776240-525e-467d-8911-8dbe3aeea888,00002902,臺北市道路交通事故原因,智慧通勤,False,True,True,table,通勤地圖與交通壓力分析,False,2,統計,交通及通訊,原始資料,主計處,,主計處,每1年,CSV,中文,2022-03-24T00:00:00,https://tsis.dbas.gov.taipei/statis/webMain.aspx?sys=220&ymf=5700&kind=21&type=0&funid=a05029701&cycle=4&outmode=12&compmode=0&outkind=1&deflst=2&nzo=1,"臺北市道路交通事故原因時間數列統計資料
",統計期、件數/總計、件數/駕駛人過失/合計、件數/駕駛人過失/超速失控、件數/駕駛人過失/酒後駕車、件數/駕駛人過失/未注意前車狀況、件數/駕駛人過失/肇事逃逸、件數/駕駛人過失/未保持行車安全間距、件數/駕駛人過失/未依規定讓車、件數/駕駛人過失/行駛疏忽、件數/駕駛人過失/違反號誌管制、件數/駕駛人過失/違反標誌標線、件數/駕駛人過失/逆向行駛、件數/駕駛人過失/轉彎不當、件數/駕駛人過失/搶越行人穿越道、件數/駕駛人過失/其他、件數/機件故障、件數/行人或乘客過失、件數/交通管制設施缺陷、件數/其他,智慧通勤:3; 韌性防災:0; 永續環境:0; 食安健康:0; 勞動福祉:0; 文化共融:0
taipei,39fe308f-c427-4418-bd88-83abd68b177f,00002077,臺北市道路交通事故按月別,智慧通勤,False,True,True,table,通勤地圖與交通壓力分析,False,2,統計,交通及通訊,原始資料,主計處,,主計處,每1月,CSV,中文,2022-03-21T00:00:00,https://tsis.dbas.gov.taipei/statis/webMain.aspx?sys=220&ymf=8701&kind=21&type=0&funid=a04003501&cycle=1&outmode=12&compmode=0&outkind=3&deflst=2&nzo=1&nzo=1,臺北市道路交通事故按月別時間數列統計資料,統計期、發生件數[件]、車輛肇事率[件/萬輛]、死亡人數[人]、受傷人數[人]、酒後駕車發生件數[件]、酒後駕車死亡人數[人]、酒後駕車受傷人數[人],智慧通勤:3; 韌性防災:0; 永續環境:0; 食安健康:0; 勞動福祉:0; 文化共融:0
taipei,84a6801d-68a5-496c-9935-5b1ffe0c56d1,00002717,臺北市道路挖掘及透水鋪面鋪設,智慧通勤,False,True,True,table,通勤地圖與交通壓力分析,False,2,統計,交通及通訊,原始資料,主計處,,主計處,每1年,CSV,中文,2022-02-25T00:00:00,https://tsis.dbas.gov.taipei/statis/webMain.aspx?sys=220&ymf=10500&kind=21&type=0&funid=a05040701&cycle=4&outmode=12&compmode=0&outkind=1&deflst=2&nzo=1,"臺北市道路挖掘及透水鋪面鋪設時間數列統計資料
",年別、道路申請挖掘案件數/新案/總計[案]、道路申請挖掘案件數/新案/中華電信股份有限公司[案]、道路申請挖掘案件數/新案/台灣電力公司[案]、道路申請挖掘案件數/新案/臺北自來水事業處[案]、道路申請挖掘案件數/新案/臺北市政府其他機關[案]、道路申請挖掘案件數/新案/瓦斯公司[案]、道路申請挖掘案件數/新案/視訊公司[案]、道路申請挖掘案件數/新案/其他[案]、道路申請挖掘案件數/變更[案]、道路申請挖掘案件數/延期[案]、道路申請挖掘案件數/續期[案]、道路申請挖掘案件數/註銷[案]、道路申請挖掘案件數/結案[案]、道路申請挖掘長度/總計[公尺]、道路申請挖掘長度/依道路類別分/車道[公尺]、道路申請挖掘長度/依道路類別分/人行道[公尺]、道路申請挖掘長度/依道路類別分/其他[公尺]、道路申請挖掘長度/依申請單位分/中華電信股份有限公司[公尺]、道路申請挖掘長度/依申請單位分/台灣電力公司[公尺]、道路申請挖掘長度/依申請單位分/臺北自來水事業處[公尺]、道路申請挖掘長度/依申請單位分/臺北市政府其他機關[公尺]、道路申請挖掘長度/依申請單位分/瓦斯公司[公尺]、道路申請挖掘長度/依申請單位分/視訊公司[公尺]、道路申請挖掘長度/依申請單位分/其他[公尺]、透水鋪面鋪設面積/總計[平方公尺]、透水鋪面鋪設面積/人行道[平方公尺]、透水鋪面鋪設面積/其他[平方公尺],智慧通勤:2; 韌性防災:0; 永續環境:0; 食安健康:0; 勞動福祉:0; 文化共融:0
